commit_message,date,lines_added,author,repo,week,year,year_week,commits_per_week,sentiment_score,burnout_label
"PR #38777: [ROCm] Add error checking and status propagation to ROCm profiler

Imported from GitHub PR https://github.com/openxla/xla/pull/38777

📝 Summary of Changes
- Add RETURN_IF_ROCPROFILER_ERROR macro for toolInit() calls
- Change Enable() to return absl::Status instead of void, propagating rocprofiler_start_context errors to the caller
- Update GpuTracer::DoStart() to check Enable() return via TF_RETURN_IF_ERROR

🎯 Justification
Currently most of rocm profiler calls are fire and forget type where return status from it is not checked so if some steps fail profiler continues with invalid data which could lead to undefined behavior. This will leave user with no info on what happened so adding changes to mitigate it. While building this we need to take how rocprof-sdk returns errors.

🚀 Kind of Contribution
🐛 Bug Fix,
Copybara import of the project:

--
c7516827734eed71134ad3b867e77ab06548e695 by magaonka <magaonka@amd.com>:

[ROCm] Add error checking and status propagation to ROCm profiler

- Replace custom RETURN_IF_ROCPROFILER_ERROR macro with a
  RocprofilerStatusToAbslStatus() conversion function, using standard
  TF_RETURN_IF_ERROR for all rocprofiler-sdk API calls
- Extract toolInit() logic into private InitProfiling() returning
  absl::Status; toolInit() becomes a thin int-returning wrapper
- Change RocmTracer::Enable() to return absl::Status instead of void,
  propagating rocprofiler_start_context errors to callers
- Use TF_RETURN_IF_ERROR in GpuTracer::DoStart() to surface Enable failures
- Add required absl/status, absl/strings, and tsl/platform:errors deps

Merging this change closes #38777

PiperOrigin-RevId: 902570851",2026-04-20 11:54:09+00:00,114,Manjunath Gaonkar,tensorflow/tensorflow,17,2026,2026-17,2,-0.9712,High Burnout
"Remove unused AffineMap/AffineExpr includes and update comments.

The code has been refactored to use SymbolicMap instead of AffineMap, so the AffineMap/AffineExpr headers are no longer needed. Comments are updated to reflect the use of SymbolicMap.

PiperOrigin-RevId: 902565222",2026-04-20 11:39:02+00:00,5,A. Unique TensorFlower,tensorflow/tensorflow,17,2026,2026-17,38,-0.296,Low Burnout
"Remove all remaining SymbolicExpr/AffineExp conversions

This CL is removing the legacy converters between SymbolicExpr and AffineExpr. Instead, we are directly using SymbolicExpr/SymbolicMap.

- This change forced us to run a Simplify() in xla_ops ensuring that expressions are stored in a consistent, canonical form. and therefore updating some tests.
   - Collapsing multiple terms into a single coefficient (e.g., changing bl_x * 200 + ... + bl_x to bl_x * 201).
   - Normalized Constraints: Serialized constraints are now more normalized. For example, constant offsets are folded into the range intervals (e.g., p2 + p3 + 4 in [0, 10] becomes p2 + p3 in [-4, 6]).

- We also move the code that force constants to the right at creation to just one place and fixed a bug in ToString().

PiperOrigin-RevId: 902558492",2026-04-20 11:19:59+00:00,55,A. Unique TensorFlower,tensorflow/tensorflow,17,2026,2026-17,38,-0.25,Low Burnout
"[XLA:GPU]: Add error context also on allocation errors.

In case of allocation errors that happen before a kernel is launched we want to
attach contextual for those as well.

PiperOrigin-RevId: 902532671",2026-04-20 10:16:11+00:00,73,Sohaib Iftikhar,tensorflow/tensorflow,17,2026,2026-17,2,-0.5574,High Burnout
"Update autotune cache key for triton integration 1.25.

this wasn't updated in cl/901324572 due to another change going in around the same time.

PiperOrigin-RevId: 902522779",2026-04-20 09:50:50+00:00,1,Tori Baker,tensorflow/tensorflow,17,2026,2026-17,2,0.0,High Burnout
"PR #41079: [XLA:GPU] Migrate MemzeroCmd into MemzeroThunk

Imported from GitHub PR https://github.com/openxla/xla/pull/41079

 Description

  Follows the same pattern as #40722 ([XLA:GPU] Migrate Memset32Cmd into Memset32BitValueThunk): eliminate the standalone MemzeroCmd wrapper class by making MemzeroThunk directly implement Command and provide its own Record() method.

  Before

  MemzeroThunk (a plain Thunk subclass) was converted by the command buffer emitter into a heap-allocated MemzeroCmd object via Convert<MemzeroThunk>(). This meant the same logical operation was split across two classes with duplicated state.

  After

  MemzeroThunk inherits from Command (using the protected three-argument constructor to preserve Kind::kMemzero), implements Record() directly, and is emplaced into the command sequence via static_cast — the same pattern as Memset32BitValueThunk, GemmThunk, KernelThunk, and DeviceToDeviceCopyThunk. MemzeroCmd is deleted entirely.

  Changes

  - memset_thunk.h/cc: MemzeroThunk now extends Command; Record() added
  - command_buffer_cmd.h/cc: MemzeroCmd class removed
  - command_buffer_cmd_emitter.cc: Convert(const MemzeroThunk&) helper removed; kMemzero case uses static_cast append
  - memset_thunk_test.cc: Added RecordCommandBuffer and RecordCommandBufferUpdate GPU tests for MemzeroThunk
  - command_buffer_thunk_test.cc, command_buffer_cmd_test.cc: Updated call sites

  Testing

  New MemzeroThunkTest::RecordCommandBuffer and MemzeroThunkTest::RecordCommandBufferUpdate tests cover the create and update paths.
Copybara import of the project:

--
245fff2c7f3d4a2490391738e78ff6291589bec0 by Shawn Wang <shawnw@nvidia.com>:

[XLA:GPU] Migrate MemzeroCmd into MemzeroThunk

Follows the same pattern as the recent Memset32Cmd migration: make
MemzeroThunk directly inherit Command and implement Record(), removing
the separate MemzeroCmd wrapper class entirely.

Merging this change closes #41079

PiperOrigin-RevId: 902514473",2026-04-20 09:31:20+00:00,189,Shaogang Wang,tensorflow/tensorflow,17,2026,2026-17,6,0.7845,Low Burnout
"PR #40852:   [XLA:GPU] Fix missing P2P peer access in CudaMemoryReservation::SetAccess

Imported from GitHub PR https://github.com/openxla/xla/pull/40852

  Problem

  When VA remapping is active (CAPTURE_CMD_NEVER_UPDATE + DeviceAddressVmmAllocator), physical memory is mapped to reserved VA ranges via CudaMemoryReservation::MapTo → SetAccess. SetAccess previously called cuMemSetAccess only for the local device, leaving all peer GPUs without read/write access to the VA-mapped addresses.

  On multi-GPU nodes with NVLink, NCCL collective operations (AllGather, ReduceScatter, AllReduce) require peer GPUs to directly access each other's buffers via P2P. Without the peer cuMemSetAccess calls, NVLink P2P accesses to VA-mapped buffers silently deadlock, hanging the entire training step indefinitely.

  This was observed as a 56-minute hang after the first jit_train_step warmup thunk execution on an 8x B200 single-node FSDP workload (deepseek2-16b FP8 + MaxText).

  Fix

  In CudaMemoryReservation::SetAccess, iterate over all P2P-capable peer devices and call cuMemSetAccess for each, mirroring the existing behavior in CudaVmmAllocator::VmmAllocate.

  Changes

  - xla/stream_executor/cuda/cuda_memory_reservation.cc: After granting local device access, enumerate all peer devices with cudaGetDeviceCount + CanEnablePeerAccessTo and issue cuMemSetAccess for each P2P-capable peer.

Copybara import of the project:

--
e2b706206641d1c99b9c623212a069e0c3c511eb by Shawn Wang <shawnw@nvidia.com>:

[stream_executor] Fix missing P2P peer access in CudaMemoryReservation::SetAccess
When VA remapping is active (CAPTURE_CMD_NEVER_UPDATE +
DeviceAddressVmmAllocator), physical memory is mapped to reserved VA
ranges via CudaMemoryReservation::MapTo -> SetAccess. Previously
SetAccess only called cuMemSetAccess for the local device, leaving all
peer GPUs without read/write access to the VA-mapped addresses.
On multi-GPU nodes with NVLink, NCCL collective operations (AllGather,
ReduceScatter, AllReduce) require peer GPUs to directly access each
other's buffers via P2P. Without the peer cuMemSetAccess calls, NVLink
P2P accesses to VA-mapped buffers silently deadlock, hanging the entire
training step indefinitely.
Fix: iterate over all P2P-capable peer devices in SetAccess and call
cuMemSetAccess for each, matching the existing behavior in
CudaVmmAllocator::VmmAllocate.
Observed on: 8x B200 single-node FSDP (deepseek2-16b FP8 + MaxText),
56-minute hang after first jit_train_step warmup thunk execution.

[stream_executor] Add tests for P2P peer access in CudaMemoryReservation::SetAccess

- SetAccessGrantsLocalDeviceAccess: verifies cuMemGetAccess returns
  READWRITE for the local device after MapTo.
- SetAccessGrantsPeerDeviceAccess: verifies all P2P-capable peer devices
  also receive READWRITE access; skips on single-GPU systems.

[stream_executor] Address review comments in CudaMemoryReservation::SetAccess

- Use RETURN_IF_ERROR instead of TF_RETURN_IF_ERROR for cuMemSetAccess calls
- Add braces around single-statement if bodies in the P2P loop
- Add //xla/tsl/platform:status_macros to BUILD deps

[stream_executor] Move SetAccessGrantsPeerDeviceAccess to separate multi_gpu test target

The test requires >=2 GPUs for P2P peer access verification and should
not run in single-GPU test environments. Split it into its own
cuda_memory_reservation_multigpu_test target tagged multi_gpu,
matching the pattern used by cuda_executor_multigpu_test.

--
f8b4e0ab69beeac39fa85d306db20de8b499c9ca by Shawn Wang <shawnw@nvidia.com>:

[stream_executor] Fix cpplint runtime/int: use uint64_t for cuMemGetAccess flags

Replace `unsigned long long flags` with `uint64_t flags` in both test
files to satisfy cpplint's runtime/int rule. Pass the address via
reinterpret_cast to match cuMemGetAccess's API signature.

--
a923bd21bda626488ff09649f4c0b769f9335407 by Shawn Wang <shawnw@nvidia.com>:

[stream_executor] Use int32_t for loop variables; drop redundant static_cast<int>

Follow-up cleanup to the VA-remap P2P peer-access fix:
- Remove redundant static_cast<int> on device_ordinal() (already returns int)
- Change loop variable `peer` from plain int to int32_t in SetAccess and
  multigpu test; device_count stays int (cudaGetDeviceCount requires int*)

--
88f7a8784a77a1d8047271efc77655a3f6b0aa5b by Shawn Wang <shawnw@nvidia.com>:

[stream_executor] Fix cpplint runtime/int: use cuuint64_t for cuMemGetAccess flags

Replace `unsigned long long*` with `cuuint64_t*` in reinterpret_cast
for cuMemGetAccess calls to satisfy cpplint's runtime/int check.
cuuint64_t is a CUDA-provided typedef that is semantically equivalent.

--
b8263c860ca436375bd5250c9ed6882725b4b5eb by Shawn Wang <shawnw@nvidia.com>:

[stream_executor] Add NOLINT for cuMemGetAccess unsigned long long casts

The CUDA driver API cuMemGetAccess takes an unsigned long long* parameter.
Suppress the cpplint runtime/int warning with NOLINT comments.

Merging this change closes #40852

PiperOrigin-RevId: 902512509",2026-04-20 09:26:25+00:00,168,Shaogang Wang,tensorflow/tensorflow,17,2026,2026-17,6,0.0258,Low Burnout
"Remove TfrtGpuClient support from se_gpu_pjrt_compiler.

This change removes the dependency on and usage of TfrtGpuClient within the StreamExecutor GPU PjRt compiler, as TfrtGpuClient is being deprecated.

PiperOrigin-RevId: 902506505",2026-04-20 09:11:17+00:00,1,Henning Becker,tensorflow/tensorflow,17,2026,2026-17,3,0.4019,Low Burnout
"PR #39201: [xla:gpu] Split legacy custom calls into LegacyCustomCallThunk

Imported from GitHub PR https://github.com/openxla/xla/pull/39201

Split `CustomCallThunk` into two separate classes to cleanly separate FFI from legacy custom call APIs (to be deleted). This change is **NFC**, simply splitting existing thunk/command into two classes to clearly separate legacy calling conventions from FFI.

- **`CustomCallThunk`** — now exclusively handles XLA FFI custom calls. Simplified by removing all legacy code paths, optional bundle checks, and the `ExecuteCustomCall()` fallback. The `bundle_` field is now a plain `std::variant` (always present) instead of `std::optional<std::variant>`.

- **`LegacyCustomCallThunk`** (new) — handles deprecated legacy custom calls (`API_VERSION_STATUS_RETURNING`, etc.) using `CustomCallTargetRegistry`. Marked as deprecated in its class comment, directing users to FFI via `CustomCallThunk`.

Also split `CustomCallCmd` in the command buffer layer into:
- **`CustomCallCmd`** — FFI only, builds `ffi::CallFrame` and invokes FFI handlers directly.
- **`LegacyCustomCallCmd`** — legacy only, traces custom call execution via `TraceCommandBufferFactory`.

Unified `CustomCallThunk` accumulated too much complexity related to dispatching between two unrelated custom all ABIs, by splitting them into separate files we can keep on improving FFI without having to deal with legacy custom calls.
Copybara import of the project:

--
434b910cafe6b99d576ae5c0d30965320ae22d8a by Eugene Zhulenev <ezhulenev@openxla.org>:

[xla:gpu] Split legacy custom calls into LegacyCustomCallThunk

Merging this change closes #39201

PiperOrigin-RevId: 902488438",2026-04-20 08:29:51+00:00,895,Eugene Zhulenev,tensorflow/tensorflow,17,2026,2026-17,4,0.7964,Low Burnout
"PR #41134: [tsl] Add Untie() to tsl::TiedRef

Imported from GitHub PR https://github.com/openxla/xla/pull/41134

Add an API to reclaim ownership of tied ref back to std::shared_ptr. This allows to take-back symmetric memory that was attached to GpuClique!
Copybara import of the project:

--
b26ee0bef3f95b38ff5485aaacab93f7856ffffa by Eugene Zhulenev <ezhulenev@openxla.org>:

[tsl] Add Untie() to tsl::TiedRef

Merging this change closes #41134

PiperOrigin-RevId: 902486321",2026-04-20 08:24:25+00:00,64,Eugene Zhulenev,tensorflow/tensorflow,17,2026,2026-17,4,0.0,Low Burnout
"Automated Code Change

PiperOrigin-RevId: 902478640",2026-04-20 08:06:32+00:00,3,A. Unique TensorFlower,tensorflow/tensorflow,17,2026,2026-17,38,0.0,Low Burnout
"Reverts 46b5a5ca079c80cb23577ea8c3831062b08ab962

PiperOrigin-RevId: 902470724",2026-04-20 07:49:21+00:00,211,Henning Becker,tensorflow/tensorflow,17,2026,2026-17,3,0.0,Low Burnout
"Automated Code Change

PiperOrigin-RevId: 902462239",2026-04-20 07:30:13+00:00,4,A. Unique TensorFlower,tensorflow/tensorflow,17,2026,2026-17,38,0.0,Low Burnout
"Reverts 6f3131d781264c1c7aafddeedd98a7f49e81d085

PiperOrigin-RevId: 902352822",2026-04-20 01:46:55+00:00,8,A. Unique TensorFlower,tensorflow/tensorflow,17,2026,2026-17,38,0.0,Low Burnout
"Remove a typo

PiperOrigin-RevId: 902322625",2026-04-19 23:43:40+00:00,1,Amit Sabne,tensorflow/tensorflow,16,2026,2026-16,1,0.0,High Burnout
"Refactor `HloModule::GetFingerprint128` to avoid large string allocations.

We use `HighwayHashPrinter` to compute the fingerprint by streaming HLO text directly into the hasher, avoiding materialization of the full module text as a string. For large modules this avoids multi-GB string allocations.

PiperOrigin-RevId: 901827303",2026-04-18 17:12:16+00:00,19,Allan Renucci,tensorflow/tensorflow,16,2026,2026-16,1,-0.6678,High Burnout
"Reverts c926ad1c96d55c6d2b967db6df64893729232f87

PiperOrigin-RevId: 901810072",2026-04-18 16:00:22+00:00,4,A. Unique TensorFlower,tensorflow/tensorflow,16,2026,2026-16,21,0.0,Low Burnout
"Don't delegate `qint8` weights with non-zero `zero_point`.

PiperOrigin-RevId: 901798722",2026-04-18 15:14:30+00:00,9,Pedro Gonnet,tensorflow/tensorflow,16,2026,2026-16,1,0.0,High Burnout
"[XLA:CPU] Cap simplification pipeline fixed-point iterations for FAST_COMPILE.

Limit the number of HLO simplification fixed-point iterations to 4 when the `FAST_COMPILE` optimization preset is enabled, to improve compilation speed. Default remains 25.

Benchmark Results (Torax hlo_benchmark_test, FAST_COMPILE vs baseline FAST_COMPILE):
  - Compilation time: -23.61% (statistically significant, p=0.008)
  - Execution time: no statistically significant change (p=0.690)

These results show a significant reduction in compilation time with no significant degradation in execution performance.

PiperOrigin-RevId: 901763824",2026-04-18 12:57:26+00:00,7,Sean Talts,tensorflow/tensorflow,16,2026,2026-16,1,0.4939,High Burnout
